Insert into UfAffiliate values(95947099, 'SDorgan9899@ufl.edu', '408-866-5778', 'N', 'F', '0', 'SonDorgan');
Insert into UfAffiliate values(10635923, 'HCapracotta1481@ufl.edu', '363-203-8504', 'N', 'E', '215', 'HipolitoCapracotta');
Insert into UfAffiliate values(75978840, 'CWaterworth60@ufl.edu', '402-539-4215', 'N', 'F', '216', 'CletaWaterworth');
Insert into UfAffiliate values(63558531, 'JGaitor5210@ufl.edu', '114-909-2846', 'N', 'F', '217', 'JoanGaitor');
Insert into UfAffiliate values(42804496, 'SHolsworth3233@ufl.edu', '293-941-1332', 'N', 'F', '218', 'SandyHolsworth');
Insert into UfAffiliate values(53000633, 'JBartmes1503@ufl.edu', '648-270-6085', 'N', 'F', '219', 'JamelBartmes');
Insert into UfAffiliate values(69002967, 'TFilippone8613@ufl.edu', '272-109-8269', 'N', 'E', '220', 'ThanhFilippone');
Insert into UfAffiliate values(34481445, 'RSpeer569@ufl.edu', '868-708-8665', 'N', 'F', '221', 'RosarioSpeer');
Insert into UfAffiliate values(89264114, 'KMinnier6098@ufl.edu', '375-705-4983', 'N', 'F', '222', 'KirstieMinnier');
Insert into UfAffiliate values(30099940, 'CWindover5856@ufl.edu', '742-735-2213', 'Y', 'E', '223', 'CliftonWindover');
Insert into UfAffiliate values(21687765, 'HCassaday5317@ufl.edu', '405-512-2794', 'Y', 'P', '224', 'HarrisonCassaday');
Insert into UfAffiliate values(77143309, 'BVanstrander7331@ufl.edu', '645-186-7315', 'N', 'F', '225', 'BarneyVanstrander');
Insert into UfAffiliate values(51461303, 'MBeder6184@ufl.edu', '154-253-4443', 'N', 'F', '226', 'MikeBeder');
Insert into UfAffiliate values(36859579, 'LFaulstich76@ufl.edu', '763-117-8231', 'Y', 'P', '227', 'LewisFaulstich');
Insert into UfAffiliate values(50246730, 'CPigford6034@ufl.edu', '490-245-1759', 'N', 'F', '228', 'CicelyPigford');
Insert into UfAffiliate values(59296945, 'VTwymon4523@ufl.edu', '847-429-5101', 'N', 'F', '229', 'VikiTwymon');
Insert into UfAffiliate values(48152764, 'JBlanchett8044@ufl.edu', '230-256-3375', 'N', 'F', '230', 'JanayBlanchett');
Insert into UfAffiliate values(51529615, 'KHimmelspach954@ufl.edu', '723-918-2956', 'Y', 'P', '231', 'KrystleHimmelspach');
Insert into UfAffiliate values(57720734, 'CFuss726@ufl.edu', '133-903-1804', 'N', 'F', '232', 'CassandraFuss');
Insert into UfAffiliate values(90879969, 'EAuyer2003@ufl.edu', '485-473-8164', 'N', 'P', '233', 'EdwardAuyer');
Insert into UfAffiliate values(23879402, 'JCuzzo2418@ufl.edu', '541-843-5871', 'N', 'F', '234', 'JoannaCuzzo');
Insert into UfAffiliate values(25189152, 'QVarin8217@ufl.edu', '386-955-7338', 'N', 'F', '235', 'QuinnVarin');
Insert into UfAffiliate values(55608791, 'KBrasch8632@ufl.edu', '782-129-8483', 'N', 'P', '236', 'KandisBrasch');
Insert into UfAffiliate values(24823984, 'VCatella6072@ufl.edu', '241-989-8094', 'Y', 'P', '237', 'VetaCatella');
Insert into UfAffiliate values(81698393, 'JOkelberry6672@ufl.edu', '190-190-2366', 'N', 'F', '238', 'JonnieOkelberry');
Insert into UfAffiliate values(25708637, 'FRinehimer185@ufl.edu', '660-435-8698', 'N', 'F', '239', 'FletaRinehimer');
Insert into UfAffiliate values(94850249, 'BNose9659@ufl.edu', '101-859-9165', 'Y', 'P', '240', 'BrendonNose');
Insert into UfAffiliate values(60713085, 'SStrack8057@ufl.edu', '406-450-6513', 'Y', 'P', '241', 'ShemekaStrack');
Insert into UfAffiliate values(85326949, 'TSongco3493@ufl.edu', '988-535-9345', 'N', 'F', '242', 'TarynSongco');
Insert into UfAffiliate values(90093639, 'ETitchener2751@ufl.edu', '759-880-3561', 'N', 'F', '243', 'ElnaTitchener');
Insert into UfAffiliate values(15625157, 'VEnis6184@ufl.edu', '733-734-4126', 'N', 'F', '244', 'VincentEnis');
Insert into UfAffiliate values(67179132, 'MPerow3299@ufl.edu', '541-406-2013', 'Y', 'P', '245', 'MarlonPerow');
Insert into UfAffiliate values(86469912, 'RBingler2579@ufl.edu', '621-460-8258', 'N', 'P', '246', 'RichBingler');
Insert into UfAffiliate values(94897647, 'JSquibb5759@ufl.edu', '890-454-7374', 'Y', 'P', '247', 'JohnathanSquibb');
Insert into UfAffiliate values(41609457, 'SRish6152@ufl.edu', '314-480-4251', 'N', 'F', '248', 'SethRish');
Insert into UfAffiliate values(39737834, 'CMorgon676@ufl.edu', '449-939-1651', 'N', 'F', '249', 'ChaunceyMorgon');
Insert into UfAffiliate values(88640141, 'BGrano4366@ufl.edu', '769-275-5101', 'N', 'F', '250', 'BilliGrano');
Insert into UfAffiliate values(63800147, 'AJoor5717@ufl.edu', '649-296-9025', 'N', 'F', '251', 'AlexanderJoor');
Insert into UfAffiliate values(71691375, 'RNorko8756@ufl.edu', '424-311-3998', 'N', 'P', '252', 'RonnieNorko');
Insert into UfAffiliate values(70652133, 'FEpps2924@ufl.edu', '248-961-2136', 'N', 'F', '253', 'FridaEpps');
Insert into UfAffiliate values(99314779, 'MSchilke1769@ufl.edu', '132-536-3559', 'N', 'F', '254', 'MarrySchilke');
Insert into UfAffiliate values(84465095, 'WAntal5079@ufl.edu', '493-786-8453', 'N', 'F', '255', 'WendyAntal');
Insert into UfAffiliate values(21249761, 'ASlice771@ufl.edu', '184-610-2920', 'N', 'F', '256', 'AmadoSlice');
Insert into UfAffiliate values(17665953, 'JDorrell2197@ufl.edu', '243-998-2320', 'N', 'F', '257', 'JeneeDorrell');
Insert into UfAffiliate values(52793117, 'WGuillet4545@ufl.edu', '720-946-1728', 'N', 'F', '258', 'WayneGuillet');
Insert into UfAffiliate values(56182571, 'LDapas9732@ufl.edu', '686-314-8605', 'N', 'F', '259', 'LisbethDapas');
Insert into UfAffiliate values(18212434, 'JKnows8594@ufl.edu', '414-357-6533', 'N', 'F', '260', 'JohnnieKnows');
Insert into UfAffiliate values(79369471, 'GPauza704@ufl.edu', '872-836-1554', 'N', 'F', '261', 'GracePauza');
Insert into UfAffiliate values(63139062, 'DGuckin2806@ufl.edu', '396-668-3147', 'N', 'F', '262', 'DominiqueGuckin');
Insert into UfAffiliate values(86205631, 'KBussell5729@ufl.edu', '687-842-9655', 'N', 'F', '263', 'KandraBussell');
Insert into UfAffiliate values(67044925, 'NFrankel1831@ufl.edu', '429-451-6905', 'N', 'F', '264', 'NgocFrankel');
Insert into UfAffiliate values(91817453, 'AMccurine9642@ufl.edu', '296-708-1767', 'Y', 'E', '265', 'AnnMccurine');
Insert into UfAffiliate values(92755025, 'APhillies2044@ufl.edu', '874-611-2556', 'Y', 'E', '266', 'AlicePhillies');
Insert into UfAffiliate values(35529912, 'MHorvitz544@ufl.edu', '352-728-4183', 'N', 'E', '267', 'MarqueriteHorvitz');
Insert into UfAffiliate values(49915278, 'MNegbenebor8968@ufl.edu', '218-714-2400', 'N', 'F', '268', 'MarqueriteNegbenebor');
Insert into UfAffiliate values(38603231, 'JCarella5015@ufl.edu', '376-170-5949', 'Y', 'E', '269', 'JosefCarella');
Insert into UfAffiliate values(98168756, 'LRahaman8463@ufl.edu', '350-202-7677', 'N', 'F', '270', 'LynnetteRahaman');
Insert into UfAffiliate values(67552692, 'SLitza2583@ufl.edu', '772-485-8298', 'Y', 'P', '271', 'ShandaLitza');
Insert into UfAffiliate values(21782523, 'MAboulahoud2242@ufl.edu', '403-992-5440', 'N', 'F', '272', 'MelaineAboulahoud');
Insert into UfAffiliate values(87145121, 'CKuehnle5811@ufl.edu', '890-895-3614', 'N', 'F', '273', 'CecileKuehnle');
Insert into UfAffiliate values(91511961, 'FPreisser5884@ufl.edu', '267-511-2559', 'N', 'P', '274', 'FrankiePreisser');
Insert into UfAffiliate values(41067865, 'HHelveston507@ufl.edu', '225-948-5456', 'N', 'E', '275', 'HiltonHelveston');
Insert into UfAffiliate values(48180102, 'SIsgur7096@ufl.edu', '237-684-6353', 'N', 'P', '276', 'SonaIsgur');
Insert into UfAffiliate values(93747030, 'JFasching4062@ufl.edu', '205-631-6079', 'N', 'F', '277', 'JuniorFasching');
Insert into UfAffiliate values(39906645, 'GNordlinger3027@ufl.edu', '613-965-3969', 'N', 'F', '278', 'GuillermoNordlinger');
Insert into UfAffiliate values(20741372, 'RMadock9144@ufl.edu', '946-650-5136', 'N', 'E', '279', 'RosemaryMadock');
Insert into UfAffiliate values(46107058, 'JWark8836@ufl.edu', '127-379-1888', 'N', 'F', '280', 'JeffersonWark');
Insert into UfAffiliate values(51759369, 'DDeraveniere1817@ufl.edu', '645-749-6251', 'N', 'P', '281', 'DaltonDeraveniere');
Insert into UfAffiliate values(68769230, 'DHanawalt7569@ufl.edu', '769-255-6374', 'Y', 'P', '282', 'DanielaHanawalt');
Insert into UfAffiliate values(47609404, 'DHorikoshi2356@ufl.edu', '741-911-9178', 'N', 'F', '283', 'DonetteHorikoshi');
Insert into UfAffiliate values(87750179, 'FHerley4273@ufl.edu', '585-390-4565', 'N', 'P', '284', 'FloydHerley');
Insert into UfAffiliate values(93693267, 'RCounceller738@ufl.edu', '536-233-6496', 'N', 'F', '285', 'RodrigoCounceller');
Insert into UfAffiliate values(96828142, 'CRokosz40@ufl.edu', '366-371-4941', 'N', 'F', '286', 'ChariseRokosz');
Insert into UfAffiliate values(17190654, 'PCarlile4373@ufl.edu', '709-833-1664', 'N', 'F', '287', 'PhungCarlile');
Insert into UfAffiliate values(53543090, 'KStrohl8271@ufl.edu', '874-453-5119', 'N', 'F', '288', 'KimberyStrohl');
Insert into UfAffiliate values(58284579, 'SStrous8488@ufl.edu', '584-925-5605', 'N', 'F', '289', 'SherleneStrous');
Insert into UfAffiliate values(50348259, 'RAndo4768@ufl.edu', '662-776-3901', 'N', 'F', '290', 'RickieAndo');
Insert into UfAffiliate values(25921955, 'LGaschke7627@ufl.edu', '620-250-1818', 'N', 'F', '291', 'LueGaschke');
Insert into UfAffiliate values(69516064, 'GTon430@ufl.edu', '995-658-9299', 'Y', 'E', '292', 'GeraldTon');
Insert into UfAffiliate values(71265145, 'JRoyals1054@ufl.edu', '798-648-3907', 'N', 'F', '293', 'JoanRoyals');
Insert into UfAffiliate values(44839645, 'AWhittum7855@ufl.edu', '740-114-7837', 'N', 'F', '294', 'AlainaWhittum');
Insert into UfAffiliate values(27095835, 'BChkouri1252@ufl.edu', '678-561-9522', 'N', 'F', '295', 'BlaineChkouri');
Insert into UfAffiliate values(19819910, 'OFrenz9414@ufl.edu', '471-659-7186', 'N', 'F', '296', 'OfeliaFrenz');
Insert into UfAffiliate values(18718912, 'JPrimo234@ufl.edu', '250-389-2529', 'N', 'F', '297', 'JuniePrimo');
Insert into UfAffiliate values(96935037, 'GLaverne884@ufl.edu', '564-857-6412', 'N', 'F', '298', 'GeorgeneLaverne');
Insert into UfAffiliate values(45364417, 'SJennelle4631@ufl.edu', '810-410-8392', 'Y', 'P', '299', 'StevenJennelle');
Insert into UfAffiliate values(22667616, 'PMagpali8039@ufl.edu', '168-682-5376', 'N', 'F', '300', 'PameliaMagpali');
Insert into UfAffiliate values(82856686, 'MBrazier1355@ufl.edu', '769-629-4169', 'N', 'F', '301', 'MosesBrazier');
Insert into UfAffiliate values(30383698, 'SSuglia7309@ufl.edu', '639-320-7029', 'N', 'F', '302', 'ShawnSuglia');
Insert into UfAffiliate values(46021289, 'JBueggens5422@ufl.edu', '447-808-8808', 'N', 'F', '303', 'JohnnaBueggens');
Insert into UfAffiliate values(40366846, 'EWarburton5621@ufl.edu', '481-144-9400', 'Y', 'E', '304', 'EdmondWarburton');
Insert into UfAffiliate values(94039649, 'DNocek2033@ufl.edu', '623-299-6740', 'N', 'F', '305', 'DarinNocek');
Insert into UfAffiliate values(80690617, 'LSchiefelbein6316@ufl.edu', '711-882-6371', 'N', 'F', '306', 'LianeSchiefelbein');
Insert into UfAffiliate values(82185285, 'ELabombard339@ufl.edu', '819-662-6153', 'N', 'F', '307', 'EdisonLabombard');
Insert into UfAffiliate values(95646847, 'TRozanski8663@ufl.edu', '753-161-6417', 'Y', 'E', '308', 'TheoRozanski');
Insert into UfAffiliate values(90294448, 'SHolshue6771@ufl.edu', '792-197-5881', 'N', 'F', '309', 'StanfordHolshue');
Insert into UfAffiliate values(93328835, 'LLapolla2571@ufl.edu', '509-567-2674', 'N', 'F', '310', 'LeaLapolla');
Insert into UfAffiliate values(43249949, 'DVanderzee5195@ufl.edu', '499-293-7227', 'N', 'F', '311', 'DarrylVanderzee');
Insert into UfAffiliate values(11156898, 'GDisalvatore2696@ufl.edu', '262-176-9968', 'N', 'P', '312', 'GillianDisalvatore');
Insert into UfAffiliate values(75882193, 'LGolpe4909@ufl.edu', '232-708-5413', 'N', 'F', '313', 'LenoraGolpe');
Insert into UfAffiliate values(96242448, 'DSwartzfager8391@ufl.edu', '913-449-4231', 'N', 'F', '314', 'DominicSwartzfager');
Insert into UfAffiliate values(84288068, 'FRaser4808@ufl.edu', '255-897-5739', 'N', 'F', '315', 'FranciscoRaser');
Insert into UfAffiliate values(28549348, 'TPatout912@ufl.edu', '265-974-2309', 'N', 'F', '316', 'TyreePatout');
Insert into UfAffiliate values(88497493, 'SMarchello1828@ufl.edu', '624-471-3740', 'N', 'F', '317', 'SulemaMarchello');
Insert into UfAffiliate values(49095163, 'EKappes5057@ufl.edu', '819-364-7856', 'N', 'F', '318', 'ElliottKappes');
Insert into UfAffiliate values(39592454, 'MTegtmeyer4927@ufl.edu', '321-739-1671', 'N', 'F', '319', 'MajorTegtmeyer');
Insert into UfAffiliate values(36281362, 'KDelvecchio7488@ufl.edu', '934-827-6307', 'N', 'F', '320', 'KattieDelvecchio');
Insert into UfAffiliate values(96396689, 'JMccartha9393@ufl.edu', '170-982-9250', 'N', 'F', '321', 'JannMccartha');
Insert into UfAffiliate values(20176729, 'SShams7410@ufl.edu', '708-187-5174', 'Y', 'P', '322', 'SamShams');
Insert into UfAffiliate values(71817804, 'MCrytzer5501@ufl.edu', '894-169-5893', 'N', 'P', '323', 'MittieCrytzer');
Insert into UfAffiliate values(39668118, 'TBlewitt7094@ufl.edu', '595-149-2480', 'N', 'P', '324', 'TomiBlewitt');
Insert into UfAffiliate values(95640334, 'RTullis3257@ufl.edu', '770-313-6087', 'N', 'F', '325', 'RollandTullis');
Insert into UfAffiliate values(95481272, 'KFoesch5212@ufl.edu', '194-215-6799', 'Y', 'P', '326', 'KarrieFoesch');
Insert into UfAffiliate values(39478440, 'KHavlik2328@ufl.edu', '673-533-6510', 'N', 'F', '327', 'KrissyHavlik');
Insert into UfAffiliate values(41548578, 'JWaltman1526@ufl.edu', '739-408-4010', 'N', 'E', '328', 'JulianWaltman');
Insert into UfAffiliate values(43199681, 'SWisor5181@ufl.edu', '287-433-5151', 'N', 'F', '329', 'SavannahWisor');
Insert into UfAffiliate values(21805403, 'ELamphiear533@ufl.edu', '222-657-5321', 'N', 'F', '330', 'ElizbethLamphiear');
Insert into UfAffiliate values(60842366, 'FWoll3598@ufl.edu', '800-233-8394', 'N', 'F', '331', 'FlorineWoll');
Insert into UfAffiliate values(77230919, 'JVagas9494@ufl.edu', '270-364-3902', 'N', 'F', '332', 'JolynnVagas');
Insert into UfAffiliate values(70934417, 'JBonier7223@ufl.edu', '344-351-8329', 'N', 'E', '333', 'JosefineBonier');
Insert into UfAffiliate values(17648811, 'PCapozzoli6879@ufl.edu', '461-605-7107', 'Y', 'E', '334', 'PhyllisCapozzoli');
Insert into UfAffiliate values(24923832, 'JKibel4807@ufl.edu', '477-920-1133', 'N', 'F', '335', 'JasonKibel');
Insert into UfAffiliate values(82648737, 'PMihalkovic3880@ufl.edu', '813-919-6626', 'N', 'F', '336', 'PeteMihalkovic');
Insert into UfAffiliate values(90863582, 'LMartinsons1768@ufl.edu', '638-370-4064', 'N', 'F', '337', 'LaverneMartinsons');
Insert into UfAffiliate values(17875735, 'LLockette2939@ufl.edu', '549-587-2525', 'N', 'F', '338', 'LoreleiLockette');
Insert into UfAffiliate values(11872094, 'SMichaels1173@ufl.edu', '451-965-2174', 'N', 'F', '339', 'SilvanaMichaels');
Insert into UfAffiliate values(97345895, 'MMarrison4986@ufl.edu', '452-740-7408', 'N', 'P', '340', 'MalikMarrison');
Insert into UfAffiliate values(13674405, 'BLumba8609@ufl.edu', '914-725-9745', 'Y', 'P', '341', 'BarbarLumba');
Insert into UfAffiliate values(43717595, 'PSiptak4241@ufl.edu', '815-755-4051', 'N', 'F', '342', 'PatriciaSiptak');
Insert into UfAffiliate values(56271950, 'CBissegger1625@ufl.edu', '746-568-9907', 'N', 'F', '343', 'ChangBissegger');
Insert into UfAffiliate values(40873377, 'CHenkle5037@ufl.edu', '157-720-3286', 'N', 'F', '344', 'ColumbusHenkle');
Insert into UfAffiliate values(27877314, 'BArno9056@ufl.edu', '173-536-2389', 'Y', 'P', '345', 'BretArno');
Insert into UfAffiliate values(32157756, 'RDewolfe7185@ufl.edu', '224-955-8424', 'N', 'F', '346', 'RobertDewolfe');
Insert into UfAffiliate values(66134144, 'MAubertine7101@ufl.edu', '978-284-6472', 'N', 'F', '347', 'MosheAubertine');
Insert into UfAffiliate values(10526118, 'ERainey8535@ufl.edu', '827-728-6083', 'Y', 'P', '348', 'EstrellaRainey');
Insert into UfAffiliate values(25516062, 'CBolyard9574@ufl.edu', '987-259-8265', 'N', 'F', '349', 'CortneyBolyard');
Insert into UfAffiliate values(20653432, 'NUrbaez1467@ufl.edu', '832-428-2222', 'Y', 'E', '350', 'NathanialUrbaez');
Insert into UfAffiliate values(49598795, 'LFiser1075@ufl.edu', '728-407-6646', 'Y', 'P', '351', 'LloydFiser');
Insert into UfAffiliate values(67850167, 'RSeel2965@ufl.edu', '770-524-6303', 'N', 'F', '352', 'RolfSeel');
Insert into UfAffiliate values(64290530, 'MCoy2221@ufl.edu', '573-985-6387', 'N', 'E', '353', 'MarcelineCoy');
Insert into UfAffiliate values(24548343, 'SDaggett7057@ufl.edu', '554-883-1109', 'N', 'E', '354', 'SigridDaggett');
Insert into UfAffiliate values(73327579, 'RLortz5497@ufl.edu', '842-543-6554', 'N', 'P', '355', 'ReginiaLortz');
Insert into UfAffiliate values(84967807, 'MYanchik4437@ufl.edu', '244-504-1251', 'N', 'F', '356', 'MadisonYanchik');
Insert into UfAffiliate values(12188305, 'SButte9188@ufl.edu', '244-533-9584', 'N', 'F', '357', 'SantoButte');
Insert into UfAffiliate values(50360370, 'JKrishun2378@ufl.edu', '533-816-4060', 'N', 'F', '358', 'JoyKrishun');
Insert into UfAffiliate values(18692473, 'BBuday1214@ufl.edu', '283-132-9122', 'N', 'F', '359', 'BethannBuday');
Insert into UfAffiliate values(17151391, 'DWilner7713@ufl.edu', '223-780-4825', 'N', 'F', '360', 'DorindaWilner');
Insert into UfAffiliate values(35301319, 'LBertholf4931@ufl.edu', '666-352-5734', 'N', 'F', '361', 'LashellBertholf');
Insert into UfAffiliate values(30610217, 'GEble5154@ufl.edu', '412-984-4940', 'N', 'F', '362', 'GloriaEble');
Insert into UfAffiliate values(24490913, 'CGradias9559@ufl.edu', '557-778-2485', 'N', 'F', '363', 'ClintonGradias');
Insert into UfAffiliate values(16609414, 'CForsey273@ufl.edu', '370-785-7719', 'N', 'F', '364', 'CaylaForsey');
Insert into UfAffiliate values(11760720, 'ATouch3136@ufl.edu', '515-458-9614', 'N', 'F', '365', 'AugustineTouch');
Insert into UfAffiliate values(47630798, 'LGathright2126@ufl.edu', '801-331-4876', 'Y', 'P', '366', 'LachelleGathright');
Insert into UfAffiliate values(89034645, 'AHannes5489@ufl.edu', '792-639-9624', 'N', 'F', '367', 'AngellaHannes');
Insert into UfAffiliate values(68845718, 'VGloe801@ufl.edu', '610-733-9090', 'N', 'F', '368', 'VincenzaGloe');
Insert into UfAffiliate values(97476677, 'KEngelman3833@ufl.edu', '945-867-3584', 'N', 'F', '369', 'KatharynEngelman');
Insert into UfAffiliate values(91860048, 'KHalaby3041@ufl.edu', '391-171-3728', 'N', 'F', '370', 'KarolynHalaby');
Insert into UfAffiliate values(96442965, 'DDropinski340@ufl.edu', '835-736-6446', 'N', 'F', '371', 'DoreenDropinski');
Insert into UfAffiliate values(81203937, 'AMilbrodt3933@ufl.edu', '621-440-6074', 'Y', 'P', '372', 'AgustinaMilbrodt');
Insert into UfAffiliate values(35297650, 'MDetaeye4737@ufl.edu', '568-726-9004', 'N', 'F', '373', 'MaximaDetaeye');
Insert into UfAffiliate values(83165432, 'SMargraf3744@ufl.edu', '583-408-3211', 'N', 'F', '374', 'SilvanaMargraf');
Insert into UfAffiliate values(93236619, 'SScoh3957@ufl.edu', '108-640-5762', 'Y', 'P', '375', 'ShayneScoh');
Insert into UfAffiliate values(82912401, 'BMcconn1885@ufl.edu', '957-839-7811', 'N', 'F', '376', 'BridgetteMcconn');
Insert into UfAffiliate values(51456397, 'LColasacco366@ufl.edu', '880-997-2807', 'N', 'F', '377', 'LeviColasacco');
Insert into UfAffiliate values(10559283, 'RBoamah3340@ufl.edu', '525-506-3556', 'N', 'F', '378', 'RudyBoamah');
Insert into UfAffiliate values(31408244, 'KCurl7324@ufl.edu', '680-341-8392', 'N', 'F', '379', 'KentCurl');
Insert into UfAffiliate values(52976537, 'MGoodnight7571@ufl.edu', '803-601-8444', 'N', 'F', '380', 'MirthaGoodnight');
Insert into UfAffiliate values(32352788, 'RProtano7137@ufl.edu', '303-248-2863', 'N', 'F', '381', 'RussellProtano');
Insert into UfAffiliate values(15192713, 'TGarcilazo28@ufl.edu', '967-622-3175', 'N', 'F', '382', 'ThelmaGarcilazo');
Insert into UfAffiliate values(62646450, 'RBalzarini1164@ufl.edu', '405-815-2198', 'N', 'P', '383', 'RavenBalzarini');
Insert into UfAffiliate values(93099588, 'SNance9735@ufl.edu', '916-464-9789', 'N', 'F', '384', 'ScottyNance');
Insert into UfAffiliate values(78783670, 'LKandt9867@ufl.edu', '142-263-2712', 'N', 'F', '385', 'LyleKandt');
Insert into UfAffiliate values(35969745, 'SZarriello921@ufl.edu', '183-994-2925', 'N', 'F', '386', 'SusanaZarriello');
Insert into UfAffiliate values(18692104, 'JCunliffe2622@ufl.edu', '192-308-7913', 'N', 'F', '387', 'JeanineCunliffe');
Insert into UfAffiliate values(68996559, 'RMinors2951@ufl.edu', '763-865-9413', 'N', 'F', '388', 'RickMinors');
Insert into UfAffiliate values(85194190, 'GKiehl6134@ufl.edu', '915-498-8619', 'N', 'F', '389', 'GiseleKiehl');
Insert into UfAffiliate values(88979325, 'SBequillard6053@ufl.edu', '979-524-6220', 'N', 'E', '390', 'ShonBequillard');
